Top pages,Clicks,Impressions,CTR,Position
https://cvety.kz/pavlodar/sweets/strawberries-in-chocolate/,1,191,0.52%,8.61
https://cvety.kz/kokshetau/flowers/chrysanthemums/,1,187,0.53%,13.48
https://cvety.kz/products/11439/,1,186,0.54%,4.57
https://cvety.kz/aktobe/flowers/dutch-roses/,1,186,0.54%,9.5
https://cvety.kz/products/11992/,1,182,0.55%,5.07
https://cvety.kz/products/21467/,1,180,0.56%,6.21
https://cvety.kz/products/14574/,1,179,0.56%,3.1
https://cvety.kz/products/18633/,1,179,0.56%,7.74
https://cvety.kz/products/12982/,1,174,0.57%,10.61
https://cvety.kz/products/15896/,1,166,0.6%,1.93
https://cvety.kz/almaty/flowers/new-year/,1,165,0.61%,11.41
https://cvety.kz/aktau/flowers/chrysanthemums/,1,163,0.61%,6.98
https://cvety.kz/products/16394/,1,152,0.66%,14.43
https://cvety.kz/products/20422/,1,151,0.66%,6.87
https://cvety.kz/petropavl/flowers/to-fiancee/,1,148,0.68%,34.03
https://cvety.kz/astana/flowers/lilacs/,1,146,0.68%,18.85
https://cvety.kz/aktobe/flowers/peonies/,1,140,0.71%,7.63
https://cvety.kz/products/12688/,1,139,0.72%,6.42
https://cvety.kz/temirtau/plants/,1,134,0.75%,10.49
https://cvety.kz/products/20865/,1,130,0.77%,3.29
https://cvety.kz/products/16492/,1,127,0.79%,6.63
https://cvety.kz/products/12055/,1,127,0.79%,8.31
https://cvety.kz/nur-sultan/flowers/to-fiancee/,1,127,0.79%,12.98
https://cvety.kz/turkestan/sweets/bento-cakes/,1,123,0.81%,28.05
https://cvety.kz/products/18882/,1,121,0.83%,14.08
https://cvety.kz/products/19074/,1,119,0.84%,5.41
https://cvety.kz/products/12633/,1,115,0.87%,1.45
https://cvety.kz/kostanay/flowers/peony-roses/,1,115,0.87%,13.77
https://cvety.kz/products/12675/,1,111,0.9%,3.86
https://cvety.kz/kostanay/flowers/prefabricated-euro-bouquets/,1,111,0.9%,5.84
https://cvety.kz/products/21112/,1,110,0.91%,7
https://cvety.kz/shymkent/flowers/for-wedding/,1,110,0.91%,24.36
https://cvety.kz/products/13819/,1,109,0.92%,6.05
https://cvety.kz/products/15333/,1,109,0.92%,14.84
https://cvety.kz/almaty/plants/cheap/,1,109,0.92%,18.9
https://cvety.kz/products/20462/,1,105,0.95%,4.06
https://cvety.kz/products/12981/,1,105,0.95%,7.92
https://cvety.kz/products/14812/,1,104,0.96%,7.22
https://cvety.kz/products/22133/,1,103,0.97%,2.22
https://cvety.kz/products/12148/,1,103,0.97%,7.52
https://cvety.kz/products/22295/,1,103,0.97%,16.05
https://cvety.kz/products/22509/,1,102,0.98%,4.56
https://cvety.kz/products/17277/,1,99,1.01%,19.22
https://cvety.kz/products/20259/,1,98,1.02%,3.73
https://cvety.kz/products/18232/,1,98,1.02%,8.53
https://cvety.kz/rudny/balloons/,1,96,1.04%,8.06
https://cvety.kz/products/19981/,1,96,1.04%,9.33
https://cvety.kz/products/17444/,1,95,1.05%,2.14
https://cvety.kz/nur-sultan/flowers/carnations/,1,94,1.06%,10.09
https://cvety.kz/products/22325/,1,93,1.08%,3.78
https://cvety.kz/talgar/balloons/,1,93,1.08%,11.1
https://cvety.kz/products/17192/,1,93,1.08%,16.53
https://cvety.kz/en/talgar/,1,93,1.08%,27.83
https://cvety.kz/products/22858/,1,92,1.09%,11.63
https://cvety.kz/astana/gifts/to-girl/,1,91,1.1%,18.51
https://cvety.kz/products/20839/,1,90,1.11%,15.64
https://cvety.kz/shardara/,1,89,1.12%,11.65
https://cvety.kz/products/14802/,1,89,1.12%,21.56
https://cvety.kz/products/19995/,1,88,1.14%,6.36
https://cvety.kz/kostanay/flowers/peonies/,1,87,1.15%,10.46
https://cvety.kz/en/petropavl/,1,86,1.16%,35.6
https://blog.cvety.kz/nfactorial,1,85,1.18%,18.25
https://cvety.kz/products/12341/,1,84,1.19%,2.01
https://blog.cvety.kz/rabota,1,83,1.2%,14.49
https://cvety.kz/products/12170/,1,82,1.22%,5.83
https://cvety.kz/products/23019/,1,80,1.25%,8.43
https://cvety.kz/aktobe/flowers/hydrangeas/,1,80,1.25%,9.51
https://cvety.kz/aktau/flowers/peony-roses/,1,78,1.28%,9.96
https://cvety.kz/products/16125/,1,77,1.3%,4.34
https://cvety.kz/products/23127/,1,77,1.3%,31.05
https://cvety.kz/products/11017/,1,76,1.32%,2.07
https://blog.cvety.kz/flor,1,76,1.32%,26.82
https://cvety.kz/nur-sultan/flowers/free-delivery/,1,75,1.33%,9.01
https://cvety.kz/products/13368/,1,75,1.33%,10.75
https://cvety.kz/en/products/14508/,1,75,1.33%,12.08
https://cvety.kz/products/17038/,1,75,1.33%,14.15
https://cvety.kz/products/20378/,1,73,1.37%,2.96
https://cvety.kz/products/20625/,1,73,1.37%,7.53
https://cvety.kz/ust-kamenogorsk/flowers/carnations/,1,73,1.37%,11.71
https://cvety.kz/karaganda/flowers/in-box/,1,71,1.41%,7.17
https://cvety.kz/products/16230/,1,71,1.41%,26.23
https://cvety.kz/nur-sultan/flowers/to-childs/,1,70,1.43%,15.63
https://cvety.kz/products/10533/,1,67,1.49%,7.94
https://cvety.kz/products/10544/,1,67,1.49%,14.3
https://cvety.kz/products/13649/,1,66,1.52%,7.62
https://cvety.kz/products/18478/,1,66,1.52%,10.41
https://sitemap.cvety.kz/karazhal/contacts/,1,66,1.52%,11.44
https://cvety.kz/products/31532/,1,65,1.54%,9
https://cvety.kz/products/22662/,1,65,1.54%,19.29
https://cvety.kz/products/11744/,1,64,1.56%,7.19
https://cvety.kz/products/20350/,1,64,1.56%,8.73
https://cvety.kz/products/11173/,1,64,1.56%,12.3
https://cvety.kz/products/15921/,1,62,1.61%,3.69
https://cvety.kz/products/12091/,1,62,1.61%,10.6
https://cvety.kz/kostanay/flowers/to-girl/,1,61,1.64%,9.02
https://cvety.kz/en/ekibastuz/,1,61,1.64%,10.67
https://cvety.kz/products/12056/,1,61,1.64%,10.8
https://cvety.kz/aralsk/,1,61,1.64%,11.67
https://cvety.kz/petropavl/plants/,1,60,1.67%,15.05
https://cvety.kz/products/20623/,1,59,1.69%,8.02
https://cvety.kz/products/10400/,1,59,1.69%,8.47
https://cvety.kz/blog/,1,59,1.69%,34.29
https://cvety.kz/products/23001/,1,58,1.72%,7.03
https://cvety.kz/pavlodar/flowers/hydrangeas/,1,58,1.72%,11.36
https://cvety.kz/products/11279/,1,57,1.75%,4.25
https://cvety.kz/products/11080/,1,57,1.75%,5.05
https://cvety.kz/semey/flowers/chrysanthemums/,1,56,1.79%,9.8
https://cvety.kz/products/16941/,1,55,1.82%,9.42
https://cvety.kz/shalkar/,1,55,1.82%,14.05
https://cvety.kz/products/10776/,1,54,1.85%,2.09
https://cvety.kz/products/16821/,1,54,1.85%,3.15
https://cvety.kz/products/13841/,1,54,1.85%,8.35
https://cvety.kz/products/13529/,1,53,1.89%,9.68
https://cvety.kz/makinsk/contacts/,1,53,1.89%,16.47
https://cvety.kz/products/15403/,1,52,1.92%,7.63
https://cvety.kz/stepnogorsk/sweets/strawberries-in-chocolate/,1,52,1.92%,18.29
https://cvety.kz/products/14724/,1,51,1.96%,4.12
https://cvety.kz/guarantee/,1,51,1.96%,8.2
https://cvety.kz/products/21273/,1,50,2%,2.62
https://cvety.kz/products/10764/,1,50,2%,4.24
https://cvety.kz/taraz/reviews/,1,50,2%,8.08
https://cvety.kz/petropavl/flowers/dutch-roses/,1,50,2%,9.32
https://cvety.kz/shymkent/gift-certificates/,1,50,2%,19.58
https://cvety.kz/nur-sultan/sweets/strawberries-in-chocolate/,1,49,2.04%,11.02
https://cvety.kz/taraz/flowers/cheap/,1,49,2.04%,28.9
https://cvety.kz/products/20200/,1,48,2.08%,5.04
https://cvety.kz/ridder/flowers/roses/,1,48,2.08%,17.15
https://cvety.kz/products/18648/,1,46,2.17%,1.67
https://cvety.kz/products/22805/,1,46,2.17%,2.26
https://cvety.kz/kokshetau/flowers/gipsofila/,1,46,2.17%,9.41
https://cvety.kz/en/kulsary/,1,46,2.17%,20.78
https://cvety.kz/kokshetau/reviews/,1,46,2.17%,22.3
https://cvety.kz/products/18045/,1,45,2.22%,3.49
https://flover.cvety.kz/products/19573/,1,45,2.22%,6.11
https://cvety.kz/products/20806/,1,45,2.22%,6.89
https://cvety.kz/products/11206/,1,45,2.22%,10.6
https://cvety.kz/rudny/flowers/peonies/,1,45,2.22%,11
https://cvety.kz/products/11699/,1,45,2.22%,21.98
https://cvety.kz/products/17682/,1,44,2.27%,9.18
https://cvety.kz/products/21441/,1,43,2.33%,6.02
https://cvety.kz/en/astana/gifts/,1,43,2.33%,6.42
https://cvety.kz/temirtau/flowers/roses/,1,43,2.33%,9.53
https://cvety.kz/products/10666/,1,42,2.38%,6.48
https://cvety.kz/shchuchinsk/flowers/roses/,1,41,2.44%,7.9
https://cvety.kz/products/22795/,1,40,2.5%,5.8
https://cvety.kz/products/22665/,1,40,2.5%,7.85
https://cvety.kz/products/14165/,1,39,2.56%,3.46
https://cvety.kz/products/14961/,1,39,2.56%,6.18
https://cvety.kz/products/10208/,1,39,2.56%,13.9
https://cvety.kz/products/12968/,1,39,2.56%,28.05
https://cvety.kz/products/23013/,1,38,2.63%,2.24
